Primary_User	Article1	Article2	Article3	Article4	Article5	Article6	Article7	Article8	Article9	Article10
20394	SGNews/Asia_11707.txt	SGNews/Asia_10789.txt	SGNews/Asia_11477.txt	SGNews/Asia_13590.txt	SGNews/Asia_13159.txt	SGNews/Asia_12504.txt	SGNews/Asia_10048.txt	SGNews/Asia_13316.txt	SGNews/Asia_10151.txt	SGNews/Asia_10198.txt
11775	SGNews/Asia_10152.txt	SGNews/Asia_10199.txt	SGNews/Asia_10696.txt	SGNews/Asia_13590.txt	SGNews/Asia_11467.txt	SGNews/Asia_13336.txt	SGNews/Asia_10786.txt	SGNews/Asia_11676.txt	SGNews/Asia_11791.txt	SGNews/Asia_12212.txt
21815	SGNews/Asia_12596.txt	SGNews/Asia_10981.txt	SGNews/Asia_12597.txt	SGNews/Asia_11393.txt	SGNews/Asia_10789.txt	SGNews/Asia_12512.txt	SGNews/Asia_11298.txt	SGNews/Asia_12595.txt	SGNews/Asia_13803.txt	SGNews/Asia_12782.txt
4363	SGNews/Asia_13657.txt	SGNews/Asia_10580.txt	SGNews/Asia_11706.txt	SGNews/Asia_12513.txt	SGNews/Asia_10907.txt	SGNews/Asia_12504.txt	SGNews/Asia_11790.txt	SGNews/Asia_10152.txt	SGNews/Asia_10199.txt	SGNews/Asia_13573.txt
13127	SGNews/Asia_10789.txt	SGNews/Asia_11477.txt	SGNews/Asia_10048.txt	SGNews/Asia_13590.txt	SGNews/Asia_12504.txt	SGNews/Asia_11687.txt	SGNews/Asia_13320.txt	SGNews/Asia_10151.txt	SGNews/Asia_10198.txt	SGNews/Asia_14038.txt
14063	SGNews/Asia_13217.txt	SGNews/Asia_12264.txt	SGNews/Asia_10789.txt	SGNews/Asia_10152.txt	SGNews/Asia_10199.txt	SGNews/Asia_13557.txt	SGNews/Asia_11467.txt	SGNews/Asia_12206.txt	SGNews/Asia_11793.txt	SGNews/Asia_13989.txt
15351	SGNews/Asia_11707.txt	SGNews/Asia_10083.txt	SGNews/Asia_10293.txt	SGNews/Asia_12512.txt	SGNews/Asia_12977.txt	SGNews/Asia_13749.txt	SGNews/Asia_13897.txt	SGNews/Asia_13557.txt	SGNews/Asia_11504.txt	SGNews/Asia_11789.txt
10960	SGNews/Asia_11707.txt	SGNews/Asia_10048.txt	SGNews/Asia_10788.txt	SGNews/Asia_10151.txt	SGNews/Asia_10198.txt	SGNews/Asia_13342.txt	SGNews/Asia_13575.txt	SGNews/Asia_13320.txt	SGNews/Asia_11466.txt	SGNews/Asia_11971.txt
9781	SGNews/Asia_13589.txt	SGNews/Asia_12704.txt	SGNews/Asia_13020.txt	SGNews/Asia_13751.txt	SGNews/Asia_13925.txt	SGNews/Asia_13023.txt	SGNews/Asia_12264.txt	SGNews/Asia_10580.txt	SGNews/Asia_10083.txt	SGNews/Asia_11657.txt
5664	SGNews/Asia_11707.txt	SGNews/Asia_10083.txt	SGNews/Asia_13655.txt	SGNews/Asia_13656.txt	SGNews/Asia_10765.txt	SGNews/Asia_11468.txt	SGNews/Asia_13280.txt	SGNews/Asia_11531.txt	SGNews/Asia_11397.txt	SGNews/Asia_13574.txt
4766	SGNews/Asia_11618.txt	SGNews/Asia_13556.txt	SGNews/Asia_13395.txt	SGNews/Asia_13750.txt	SGNews/Asia_12212.txt	SGNews/Asia_14039.txt	SGNews/Asia_12301.txt	SGNews/Asia_11706.txt	SGNews/Asia_12864.txt	SGNews/Asia_13885.txt
12184	SGNews/Asia_11707.txt	SGNews/Asia_10083.txt	SGNews/Asia_11791.txt	SGNews/Asia_13337.txt	SGNews/Asia_12512.txt	SGNews/Asia_11437.txt	SGNews/Asia_13747.txt	SGNews/Asia_13721.txt	SGNews/Asia_12243.txt	SGNews/Asia_13573.txt
11760	SGNews/Asia_11707.txt	SGNews/Asia_12514.txt	SGNews/Asia_13338.txt	SGNews/Asia_11506.txt	SGNews/Asia_13655.txt	SGNews/Asia_11791.txt	SGNews/Asia_12244.txt	SGNews/Asia_11478.txt	SGNews/Asia_12502.txt	SGNews/Asia_13744.txt
4418	SGNews/Asia_10152.txt	SGNews/Asia_10199.txt	SGNews/Asia_11468.txt	SGNews/Asia_10787.txt	SGNews/Asia_10763.txt	SGNews/Asia_13990.txt	SGNews/Asia_13320.txt	SGNews/Asia_13575.txt	SGNews/Asia_10048.txt	SGNews/Asia_13557.txt
5567	SGNews/Asia_13342.txt	SGNews/Asia_13656.txt	SGNews/Asia_13474.txt	SGNews/Asia_12154.txt	SGNews/Asia_11241.txt	SGNews/Asia_12707.txt	SGNews/Asia_13281.txt	SGNews/Asia_10908.txt	SGNews/Asia_11436.txt	SGNews/Asia_11687.txt
13406	SGNews/Asia_11707.txt	SGNews/Asia_10152.txt	SGNews/Asia_10199.txt	SGNews/Asia_12013.txt	SGNews/Asia_10787.txt	SGNews/Asia_13747.txt	SGNews/Asia_11467.txt	SGNews/Asia_13574.txt	SGNews/Asia_10048.txt	SGNews/Asia_12502.txt
23010	SGNews/Asia_12596.txt	SGNews/Asia_13658.txt	SGNews/Asia_10766.txt	SGNews/Asia_10362.txt	SGNews/Asia_10752.txt	SGNews/Asia_12826.txt	SGNews/Asia_12411.txt	SGNews/Asia_10040.txt	SGNews/Asia_10795.txt	SGNews/Asia_11398.txt
15570	SGNews/Asia_11707.txt	SGNews/Asia_10083.txt	SGNews/Asia_13655.txt	SGNews/Asia_11505.txt	SGNews/Asia_13650.txt	SGNews/Asia_13281.txt	SGNews/Asia_13653.txt	SGNews/Asia_13746.txt	SGNews/Asia_12512.txt	SGNews/Asia_10151.txt
7326	SGNews/Asia_11707.txt	SGNews/Asia_13339.txt	SGNews/Asia_13591.txt	SGNews/Asia_11792.txt	SGNews/Asia_11795.txt	SGNews/Asia_11794.txt	SGNews/Asia_12243.txt	SGNews/Asia_11304.txt	SGNews/Asia_10753.txt	SGNews/Asia_12180.txt
8691	SGNews/Asia_13021.txt	SGNews/Asia_13592.txt	SGNews/Asia_11478.txt	SGNews/Asia_12511.txt	SGNews/Asia_10048.txt	SGNews/Asia_12512.txt	SGNews/Asia_10788.txt	SGNews/Asia_13316.txt	SGNews/Asia_13555.txt	SGNews/Asia_13745.txt
12172	SGNews/Asia_11707.txt	SGNews/Asia_10083.txt	SGNews/Asia_10151.txt	SGNews/Asia_10198.txt	SGNews/Asia_11478.txt	SGNews/Asia_13652.txt	SGNews/Asia_10763.txt	SGNews/Asia_12504.txt	SGNews/Asia_13315.txt	SGNews/Asia_11776.txt
13716	SGNews/Asia_10083.txt	SGNews/Asia_11706.txt	SGNews/Asia_13927.txt	SGNews/Asia_11505.txt	SGNews/Asia_11790.txt	SGNews/Asia_13573.txt	SGNews/Asia_13979.txt	SGNews/Asia_12511.txt	SGNews/Asia_13748.txt	SGNews/Asia_13654.txt
